order_id,date,sku,product_name,quantity,price,revenue,status,logistics_type
ORD-260215-33974,15.02.2026,184920374,Ароматизатор в машину + полотенце,1,606.00,606.00,delivered,FBO
ORD-260215-44759,15.02.2026,209384756,Махровые полотенца 2 шт,3,536.00,1608.00,delivered,FBS
ORD-260216-16728,16.02.2026,184920374,Ароматизатор в машину + полотенце,2,606.00,1212.00,delivered,FBO
ORD-260216-18673,16.02.2026,184756392,Набор кремов для рук 5 шт,1,429.00,429.00,delivered,FBS
ORD-260216-29215,16.02.2026,192837465,Подарочный набор полотенец,1,478.00,478.00,delivered,FBO
ORD-260216-98685,16.02.2026,209384756,Махровые полотенца 2 шт,3,536.00,1608.00,cancelled,FBS
ORD-260216-20777,16.02.2026,184920374,Ароматизатор в машину + полотенце,2,606.00,1212.00,delivered,FBO
ORD-260216-77239,16.02.2026,192837465,Подарочный набор полотенец,1,478.00,478.00,delivered,FBO
ORD-260216-93081,16.02.2026,192837465,Подарочный набор полотенец,1,478.00,478.00,cancelled,FBO
ORD-260216-93962,16.02.2026,184756392,Набор кремов для рук 5 шт,1,429.00,429.00,delivered,FBS
ORD-260216-57137,16.02.2026,198273645,Набор полотенец вафельные 12 шт,2,1013.00,2026.00,delivered,FBO
ORD-260216-76288,16.02.2026,198273645,Набор полотенец вафельные 12 шт,2,1013.00,2026.00,delivered,FBO
ORD-260216-95698,16.02.2026,192837465,Подарочный набор полотенец,1,478.00,478.00,delivered,FBO
ORD-260216-43058,16.02.2026,193847562,Килт-полотенце для женщин,2,753.00,1506.00,delivered,FBS
ORD-260216-94492,16.02.2026,209384756,Махровые полотенца 2 шт,2,536.00,1072.00,delivered,FBS
ORD-260216-84821,16.02.2026,201938475,Полотенце банное микрофибра,3,670.00,2010.00,delivered,FBO
ORD-260216-71059,16.02.2026,184920374,Ароматизатор в машину + полотенце,3,606.00,1818.00,delivered,FBO
ORD-260216-95265,16.02.2026,184756392,Набор кремов для рук 5 шт,1,429.00,429.00,delivered,FBS
ORD-260216-96975,16.02.2026,184756392,Набор кремов для рук 5 шт,1,429.00,429.00,delivered,FBS
ORD-260216-91050,16.02.2026,184756392,Набор кремов для рук 5 шт,3,429.00,1287.00,cancelled,FBS
ORD-260216-39561,16.02.2026,209384756,Махровые полотенца 2 шт,2,536.00,1072.00,delivered,FBS
ORD-260216-76130,16.02.2026,198273645,Набор полотенец вафельные 12 шт,1,1013.00,1013.00,delivered,FBO
ORD-260216-37083,16.02.2026,193847562,Килт-полотенце для женщин,2,753.00,1506.00,delivered,FBS
ORD-260217-94466,17.02.2026,184756392,Набор кремов для рук 5 шт,2,429.00,858.00,cancelled,FBS
ORD-260217-67629,17.02.2026,184756392,Набор кремов для рук 5 шт,3,429.00,1287.00,delivered,FBS
ORD-260217-21896,17.02.2026,193847562,Килт-полотенце для женщин,1,753.00,753.00,delivered,FBS
ORD-260217-97389,17.02.2026,201938475,Полотенце банное микрофибра,1,670.00,670.00,delivered,FBO
ORD-260217-86549,17.02.2026,201938475,Полотенце банное микрофибра,3,670.00,2010.00,delivered,FBO
ORD-260217-32402,17.02.2026,184920374,Ароматизатор в машину + полотенце,3,606.00,1818.00,delivered,FBO
ORD-260217-71854,17.02.2026,209384756,Махровые полотенца 2 шт,2,536.00,1072.00,delivered,FBS
ORD-260217-10419,17.02.2026,198273645,Набор полотенец вафельные 12 шт,2,1013.00,2026.00,delivered,FBO
ORD-260217-57560,17.02.2026,201938475,Полотенце банное микрофибра,3,670.00,2010.00,delivered,FBO
ORD-260217-27813,17.02.2026,198273645,Набор полотенец вафельные 12 шт,1,1013.00,1013.00,delivered,FBO
ORD-260217-80822,17.02.2026,193847562,Килт-полотенце для женщин,3,753.00,2259.00,delivered,FBS
ORD-260217-82462,17.02.2026,192837465,Подарочный набор полотенец,2,478.00,956.00,delivered,FBO
ORD-260217-32532,17.02.2026,201938475,Полотенце банное микрофибра,2,670.00,1340.00,delivered,FBO
ORD-260217-12359,17.02.2026,201938475,Полотенце банное микрофибра,2,670.00,1340.00,delivered,FBO
ORD-260217-61953,17.02.2026,184756392,Набор кремов для рук 5 шт,2,429.00,858.00,delivered,FBS
ORD-260218-81519,18.02.2026,184920374,Ароматизатор в машину + полотенце,1,606.00,606.00,delivered,FBO
ORD-260218-53908,18.02.2026,184756392,Набор кремов для рук 5 шт,3,429.00,1287.00,delivered,FBS
ORD-260218-81611,18.02.2026,198273645,Набор полотенец вафельные 12 шт,2,1013.00,2026.00,delivered,FBO
ORD-260218-68114,18.02.2026,192837465,Подарочный набор полотенец,2,478.00,956.00,delivered,FBO
ORD-260218-48345,18.02.2026,209384756,Махровые полотенца 2 шт,2,536.00,1072.00,awaiting_packaging,FBS
ORD-260218-96646,18.02.2026,198273645,Набор полотенец вафельные 12 шт,1,1013.00,1013.00,delivered,FBO
ORD-260218-43578,18.02.2026,198273645,Набор полотенец вафельные 12 шт,2,1013.00,2026.00,delivered,FBO
ORD-260219-97103,19.02.2026,192837465,Подарочный набор полотенец,3,478.00,1434.00,delivered,FBO
ORD-260219-58261,19.02.2026,198273645,Набор полотенец вафельные 12 шт,3,1013.00,3039.00,delivered,FBO
ORD-260219-79103,19.02.2026,192837465,Подарочный набор полотенец,2,478.00,956.00,delivered,FBO
ORD-260219-94256,19.02.2026,184920374,Ароматизатор в машину + полотенце,3,606.00,1818.00,delivered,FBO
ORD-260219-60415,19.02.2026,193847562,Килт-полотенце для женщин,3,753.00,2259.00,delivered,FBS
ORD-260219-22580,19.02.2026,198273645,Набор полотенец вафельные 12 шт,1,1013.00,1013.00,delivered,FBO
ORD-260219-59470,19.02.2026,184756392,Набор кремов для рук 5 шт,1,429.00,429.00,delivered,FBS
ORD-260219-73284,19.02.2026,184920374,Ароматизатор в машину + полотенце,1,606.00,606.00,delivered,FBO
ORD-260219-90110,19.02.2026,201938475,Полотенце банное микрофибра,2,670.00,1340.00,delivered,FBO
ORD-260219-37960,19.02.2026,192837465,Подарочный набор полотенец,2,478.00,956.00,delivered,FBO
ORD-260219-98539,19.02.2026,184756392,Набор кремов для рук 5 шт,2,429.00,858.00,delivered,FBS
ORD-260219-81705,19.02.2026,198273645,Набор полотенец вафельные 12 шт,2,1013.00,2026.00,delivered,FBO
ORD-260219-45882,19.02.2026,209384756,Махровые полотенца 2 шт,1,536.00,536.00,delivered,FBS
ORD-260219-12639,19.02.2026,198273645,Набор полотенец вафельные 12 шт,3,1013.00,3039.00,delivered,FBO
ORD-260219-62682,19.02.2026,193847562,Килт-полотенце для женщин,2,753.00,1506.00,delivered,FBS
ORD-260219-37257,19.02.2026,184920374,Ароматизатор в машину + полотенце,3,606.00,1818.00,delivered,FBO
ORD-260219-20613,19.02.2026,201938475,Полотенце банное микрофибра,1,670.00,670.00,delivered,FBO
ORD-260220-83672,20.02.2026,209384756,Махровые полотенца 2 шт,1,536.00,536.00,delivered,FBS
ORD-260220-70832,20.02.2026,192837465,Подарочный набор полотенец,1,478.00,478.00,cancelled,FBO
ORD-260220-39537,20.02.2026,209384756,Махровые полотенца 2 шт,1,536.00,536.00,awaiting_packaging,FBS
ORD-260220-51441,20.02.2026,193847562,Килт-полотенце для женщин,1,753.00,753.00,delivered,FBS
ORD-260220-11045,20.02.2026,192837465,Подарочный набор полотенец,3,478.00,1434.00,cancelled,FBO
ORD-260220-82012,20.02.2026,184920374,Ароматизатор в машину + полотенце,2,606.00,1212.00,delivered,FBO
ORD-260220-45190,20.02.2026,201938475,Полотенце банное микрофибра,3,670.00,2010.00,delivered,FBO
ORD-260220-17517,20.02.2026,184920374,Ароматизатор в машину + полотенце,3,606.00,1818.00,delivered,FBO
ORD-260220-57104,20.02.2026,198273645,Набор полотенец вафельные 12 шт,3,1013.00,3039.00,delivered,FBO
ORD-260220-57147,20.02.2026,192837465,Подарочный набор полотенец,3,478.00,1434.00,awaiting_packaging,FBO
ORD-260220-70061,20.02.2026,198273645,Набор полотенец вафельные 12 шт,3,1013.00,3039.00,delivered,FBO
ORD-260220-54711,20.02.2026,192837465,Подарочный набор полотенец,1,478.00,478.00,delivered,FBO
ORD-260220-30801,20.02.2026,193847562,Килт-полотенце для женщин,2,753.00,1506.00,delivered,FBS
ORD-260220-31729,20.02.2026,201938475,Полотенце банное микрофибра,1,670.00,670.00,delivered,FBO
ORD-260220-81517,20.02.2026,198273645,Набор полотенец вафельные 12 шт,3,1013.00,3039.00,delivered,FBO
ORD-260220-84244,20.02.2026,198273645,Набор полотенец вафельные 12 шт,3,1013.00,3039.00,delivered,FBO
ORD-260220-42392,20.02.2026,198273645,Набор полотенец вафельные 12 шт,1,1013.00,1013.00,delivered,FBO
ORD-260220-94289,20.02.2026,209384756,Махровые полотенца 2 шт,3,536.00,1608.00,delivered,FBS
ORD-260221-33121,21.02.2026,193847562,Килт-полотенце для женщин,2,753.00,1506.00,cancelled,FBS
ORD-260221-64561,21.02.2026,192837465,Подарочный набор полотенец,2,478.00,956.00,delivered,FBO
ORD-260221-59101,21.02.2026,184920374,Ароматизатор в машину + полотенце,2,606.00,1212.00,awaiting_packaging,FBO
ORD-260221-10059,21.02.2026,192837465,Подарочный набор полотенец,3,478.00,1434.00,delivered,FBO
ORD-260221-14256,21.02.2026,201938475,Полотенце банное микрофибра,2,670.00,1340.00,delivered,FBO
ORD-260221-95110,21.02.2026,184756392,Набор кремов для рук 5 шт,2,429.00,858.00,cancelled,FBS
ORD-260221-49026,21.02.2026,193847562,Килт-полотенце для женщин,3,753.00,2259.00,delivered,FBS
ORD-260221-40566,21.02.2026,192837465,Подарочный набор полотенец,2,478.00,956.00,cancelled,FBO
ORD-260221-86168,21.02.2026,198273645,Набор полотенец вафельные 12 шт,3,1013.00,3039.00,delivered,FBO
ORD-260221-40300,21.02.2026,184756392,Набор кремов для рук 5 шт,1,429.00,429.00,delivered,FBS
ORD-260221-73209,21.02.2026,193847562,Килт-полотенце для женщин,3,753.00,2259.00,delivered,FBS
ORD-260221-70581,21.02.2026,198273645,Набор полотенец вафельные 12 шт,3,1013.00,3039.00,delivered,FBO
ORD-260221-13512,21.02.2026,184920374,Ароматизатор в машину + полотенце,3,606.00,1818.00,delivered,FBO
ORD-260222-71967,22.02.2026,193847562,Килт-полотенце для женщин,1,753.00,753.00,cancelled,FBS
ORD-260222-26067,22.02.2026,209384756,Махровые полотенца 2 шт,1,536.00,536.00,delivered,FBS
ORD-260222-30288,22.02.2026,209384756,Махровые полотенца 2 шт,2,536.00,1072.00,delivered,FBS
ORD-260222-40794,22.02.2026,193847562,Килт-полотенце для женщин,1,753.00,753.00,delivered,FBS
ORD-260222-67489,22.02.2026,184920374,Ароматизатор в машину + полотенце,1,606.00,606.00,delivered,FBO
ORD-260222-31785,22.02.2026,184920374,Ароматизатор в машину + полотенце,1,606.00,606.00,delivered,FBO
ORD-260222-87151,22.02.2026,193847562,Килт-полотенце для женщин,2,753.00,1506.00,delivered,FBS
ORD-260222-10800,22.02.2026,192837465,Подарочный набор полотенец,1,478.00,478.00,delivered,FBO
ORD-260222-48125,22.02.2026,209384756,Махровые полотенца 2 шт,2,536.00,1072.00,delivered,FBS
ORD-260222-71879,22.02.2026,209384756,Махровые полотенца 2 шт,3,536.00,1608.00,delivered,FBS
ORD-260222-17654,22.02.2026,209384756,Махровые полотенца 2 шт,3,536.00,1608.00,delivered,FBS
ORD-260222-17119,22.02.2026,198273645,Набор полотенец вафельные 12 шт,2,1013.00,2026.00,delivered,FBO
ORD-260222-17923,22.02.2026,198273645,Набор полотенец вафельные 12 шт,3,1013.00,3039.00,cancelled,FBO
ORD-260222-98032,22.02.2026,193847562,Килт-полотенце для женщин,2,753.00,1506.00,delivered,FBS
ORD-260222-97551,22.02.2026,198273645,Набор полотенец вафельные 12 шт,2,1013.00,2026.00,delivered,FBO
ORD-260222-64691,22.02.2026,201938475,Полотенце банное микрофибра,1,670.00,670.00,delivered,FBO
ORD-260222-26766,22.02.2026,184756392,Набор кремов для рук 5 шт,3,429.00,1287.00,delivered,FBS
ORD-260222-74662,22.02.2026,193847562,Килт-полотенце для женщин,1,753.00,753.00,delivered,FBS
ORD-260222-67617,22.02.2026,184920374,Ароматизатор в машину + полотенце,2,606.00,1212.00,delivered,FBO
ORD-260222-77281,22.02.2026,201938475,Полотенце банное микрофибра,1,670.00,670.00,delivered,FBO
ORD-260222-11690,22.02.2026,209384756,Махровые полотенца 2 шт,3,536.00,1608.00,delivered,FBS
ORD-260223-95790,23.02.2026,209384756,Махровые полотенца 2 шт,3,536.00,1608.00,delivered,FBS
ORD-260223-71400,23.02.2026,201938475,Полотенце банное микрофибра,2,670.00,1340.00,delivered,FBO
ORD-260223-90056,23.02.2026,193847562,Килт-полотенце для женщин,1,753.00,753.00,delivered,FBS
ORD-260223-41311,23.02.2026,184920374,Ароматизатор в машину + полотенце,2,606.00,1212.00,delivered,FBO
ORD-260223-69001,23.02.2026,184920374,Ароматизатор в машину + полотенце,1,606.00,606.00,delivered,FBO
ORD-260223-89226,23.02.2026,209384756,Махровые полотенца 2 шт,2,536.00,1072.00,delivered,FBS
ORD-260223-96297,23.02.2026,192837465,Подарочный набор полотенец,1,478.00,478.00,delivered,FBO
ORD-260223-23761,23.02.2026,192837465,Подарочный набор полотенец,1,478.00,478.00,awaiting_packaging,FBO
ORD-260223-53861,23.02.2026,193847562,Килт-полотенце для женщин,3,753.00,2259.00,delivered,FBS
ORD-260223-16121,23.02.2026,201938475,Полотенце банное микрофибра,1,670.00,670.00,delivered,FBO
ORD-260223-89435,23.02.2026,198273645,Набор полотенец вафельные 12 шт,2,1013.00,2026.00,delivered,FBO
ORD-260223-74522,23.02.2026,198273645,Набор полотенец вафельные 12 шт,2,1013.00,2026.00,delivered,FBO
ORD-260223-28506,23.02.2026,209384756,Махровые полотенца 2 шт,3,536.00,1608.00,delivered,FBS
ORD-260223-90619,23.02.2026,193847562,Килт-полотенце для женщин,3,753.00,2259.00,delivered,FBS
ORD-260223-35834,23.02.2026,198273645,Набор полотенец вафельные 12 шт,3,1013.00,3039.00,cancelled,FBO
ORD-260223-21947,23.02.2026,192837465,Подарочный набор полотенец,2,478.00,956.00,cancelled,FBO
ORD-260223-75359,23.02.2026,201938475,Полотенце банное микрофибра,3,670.00,2010.00,delivered,FBO
ORD-260223-65121,23.02.2026,209384756,Махровые полотенца 2 шт,3,536.00,1608.00,delivered,FBS
ORD-260223-79957,23.02.2026,192837465,Подарочный набор полотенец,3,478.00,1434.00,delivered,FBO
ORD-260223-62100,23.02.2026,209384756,Махровые полотенца 2 шт,1,536.00,536.00,delivered,FBS
ORD-260223-78847,23.02.2026,184756392,Набор кремов для рук 5 шт,2,429.00,858.00,delivered,FBS
ORD-260223-49881,23.02.2026,209384756,Махровые полотенца 2 шт,2,536.00,1072.00,delivered,FBS
ORD-260224-10553,24.02.2026,184920374,Ароматизатор в машину + полотенце,1,606.00,606.00,delivered,FBO
ORD-260224-37766,24.02.2026,201938475,Полотенце банное микрофибра,2,670.00,1340.00,delivered,FBO
ORD-260224-17340,24.02.2026,201938475,Полотенце банное микрофибра,2,670.00,1340.00,delivered,FBO
ORD-260224-74232,24.02.2026,209384756,Махровые полотенца 2 шт,2,536.00,1072.00,delivered,FBS
ORD-260224-69388,24.02.2026,184756392,Набор кремов для рук 5 шт,2,429.00,858.00,delivered,FBS
ORD-260224-82875,24.02.2026,198273645,Набор полотенец вафельные 12 шт,1,1013.00,1013.00,delivered,FBO
ORD-260224-17052,24.02.2026,184920374,Ароматизатор в машину + полотенце,2,606.00,1212.00,delivered,FBO
ORD-260224-97886,24.02.2026,193847562,Килт-полотенце для женщин,1,753.00,753.00,delivered,FBS
ORD-260224-79950,24.02.2026,198273645,Набор полотенец вафельные 12 шт,1,1013.00,1013.00,cancelled,FBO
ORD-260224-45965,24.02.2026,193847562,Килт-полотенце для женщин,1,753.00,753.00,delivered,FBS
ORD-260224-18443,24.02.2026,198273645,Набор полотенец вафельные 12 шт,2,1013.00,2026.00,delivered,FBO
ORD-260224-12850,24.02.2026,184920374,Ароматизатор в машину + полотенце,3,606.00,1818.00,delivered,FBO
ORD-260224-17524,24.02.2026,193847562,Килт-полотенце для женщин,3,753.00,2259.00,delivered,FBS
ORD-260224-25081,24.02.2026,192837465,Подарочный набор полотенец,3,478.00,1434.00,delivered,FBO
ORD-260224-66646,24.02.2026,192837465,Подарочный набор полотенец,3,478.00,1434.00,delivered,FBO
ORD-260224-75608,24.02.2026,184920374,Ароматизатор в машину + полотенце,2,606.00,1212.00,delivered,FBO
ORD-260224-20224,24.02.2026,193847562,Килт-полотенце для женщин,2,753.00,1506.00,delivered,FBS
ORD-260224-79949,24.02.2026,184756392,Набор кремов для рук 5 шт,1,429.00,429.00,delivered,FBS
ORD-260224-39904,24.02.2026,184756392,Набор кремов для рук 5 шт,3,429.00,1287.00,delivered,FBS
ORD-260224-71675,24.02.2026,198273645,Набор полотенец вафельные 12 шт,2,1013.00,2026.00,delivered,FBO
ORD-260224-41603,24.02.2026,184920374,Ароматизатор в машину + полотенце,1,606.00,606.00,delivered,FBO
ORD-260224-44540,24.02.2026,209384756,Махровые полотенца 2 шт,3,536.00,1608.00,delivered,FBS
ORD-260225-21833,25.02.2026,193847562,Килт-полотенце для женщин,2,753.00,1506.00,delivered,FBS
ORD-260225-44230,25.02.2026,192837465,Подарочный набор полотенец,1,478.00,478.00,delivered,FBO
ORD-260225-68107,25.02.2026,184756392,Набор кремов для рук 5 шт,1,429.00,429.00,delivered,FBS
ORD-260225-21463,25.02.2026,201938475,Полотенце банное микрофибра,1,670.00,670.00,delivered,FBO
ORD-260225-22539,25.02.2026,193847562,Килт-полотенце для женщин,1,753.00,753.00,delivered,FBS
ORD-260225-62345,25.02.2026,193847562,Килт-полотенце для женщин,3,753.00,2259.00,cancelled,FBS
ORD-260225-12597,25.02.2026,184920374,Ароматизатор в машину + полотенце,2,606.00,1212.00,awaiting_packaging,FBO
ORD-260225-12836,25.02.2026,192837465,Подарочный набор полотенец,2,478.00,956.00,delivered,FBO
ORD-260225-43266,25.02.2026,192837465,Подарочный набор полотенец,3,478.00,1434.00,awaiting_packaging,FBO
ORD-260225-58691,25.02.2026,209384756,Махровые полотенца 2 шт,1,536.00,536.00,awaiting_packaging,FBS
ORD-260226-30429,26.02.2026,184920374,Ароматизатор в машину + полотенце,1,606.00,606.00,delivered,FBO
ORD-260226-71960,26.02.2026,201938475,Полотенце банное микрофибра,3,670.00,2010.00,delivered,FBO
ORD-260226-83541,26.02.2026,192837465,Подарочный набор полотенец,3,478.00,1434.00,delivered,FBO
ORD-260226-23065,26.02.2026,198273645,Набор полотенец вафельные 12 шт,3,1013.00,3039.00,delivered,FBO
ORD-260226-84400,26.02.2026,193847562,Килт-полотенце для женщин,3,753.00,2259.00,delivered,FBS
ORD-260226-52875,26.02.2026,201938475,Полотенце банное микрофибра,1,670.00,670.00,cancelled,FBO
ORD-260226-38270,26.02.2026,209384756,Махровые полотенца 2 шт,3,536.00,1608.00,delivered,FBS
ORD-260226-91379,26.02.2026,201938475,Полотенце банное микрофибра,1,670.00,670.00,delivered,FBO
ORD-260226-92857,26.02.2026,193847562,Килт-полотенце для женщин,2,753.00,1506.00,delivered,FBS
ORD-260226-20043,26.02.2026,198273645,Набор полотенец вафельные 12 шт,3,1013.00,3039.00,cancelled,FBO
ORD-260226-31770,26.02.2026,209384756,Махровые полотенца 2 шт,1,536.00,536.00,delivered,FBS
ORD-260226-30350,26.02.2026,184920374,Ароматизатор в машину + полотенце,2,606.00,1212.00,delivered,FBO
ORD-260226-35519,26.02.2026,201938475,Полотенце банное микрофибра,2,670.00,1340.00,delivered,FBO
ORD-260227-73447,27.02.2026,209384756,Махровые полотенца 2 шт,1,536.00,536.00,cancelled,FBS
ORD-260227-20933,27.02.2026,184756392,Набор кремов для рук 5 шт,1,429.00,429.00,delivered,FBS
ORD-260227-60708,27.02.2026,209384756,Махровые полотенца 2 шт,2,536.00,1072.00,delivered,FBS
ORD-260227-53972,27.02.2026,209384756,Махровые полотенца 2 шт,3,536.00,1608.00,delivered,FBS
ORD-260227-64390,27.02.2026,184756392,Набор кремов для рук 5 шт,1,429.00,429.00,awaiting_packaging,FBS
ORD-260227-97648,27.02.2026,193847562,Килт-полотенце для женщин,1,753.00,753.00,delivered,FBS
ORD-260227-57065,27.02.2026,209384756,Махровые полотенца 2 шт,3,536.00,1608.00,delivered,FBS
ORD-260227-98823,27.02.2026,184756392,Набор кремов для рук 5 шт,1,429.00,429.00,delivered,FBS
ORD-260227-71380,27.02.2026,193847562,Килт-полотенце для женщин,2,753.00,1506.00,delivered,FBS
ORD-260227-69786,27.02.2026,201938475,Полотенце банное микрофибра,2,670.00,1340.00,delivered,FBO
ORD-260227-76271,27.02.2026,201938475,Полотенце банное микрофибра,2,670.00,1340.00,delivered,FBO
ORD-260227-92455,27.02.2026,201938475,Полотенце банное микрофибра,3,670.00,2010.00,delivered,FBO
ORD-260228-58510,28.02.2026,209384756,Махровые полотенца 2 шт,3,536.00,1608.00,delivered,FBS
ORD-260228-19034,28.02.2026,193847562,Килт-полотенце для женщин,2,753.00,1506.00,delivered,FBS
ORD-260228-93248,28.02.2026,184920374,Ароматизатор в машину + полотенце,2,606.00,1212.00,delivered,FBO
ORD-260228-14354,28.02.2026,193847562,Килт-полотенце для женщин,2,753.00,1506.00,delivered,FBS
ORD-260228-92450,28.02.2026,193847562,Килт-полотенце для женщин,3,753.00,2259.00,delivered,FBS
ORD-260228-79138,28.02.2026,192837465,Подарочный набор полотенец,1,478.00,478.00,delivered,FBO
ORD-260228-29720,28.02.2026,184756392,Набор кремов для рук 5 шт,2,429.00,858.00,delivered,FBS
ORD-260228-24433,28.02.2026,184920374,Ароматизатор в машину + полотенце,1,606.00,606.00,delivered,FBO
ORD-260228-54426,28.02.2026,184920374,Ароматизатор в машину + полотенце,1,606.00,606.00,delivered,FBO
ORD-260228-16242,28.02.2026,192837465,Подарочный набор полотенец,2,478.00,956.00,delivered,FBO
ORD-260228-56756,28.02.2026,193847562,Килт-полотенце для женщин,3,753.00,2259.00,delivered,FBS
ORD-260228-77273,28.02.2026,209384756,Махровые полотенца 2 шт,2,536.00,1072.00,cancelled,FBS
ORD-260228-23218,28.02.2026,201938475,Полотенце банное микрофибра,2,670.00,1340.00,delivered,FBO
ORD-260228-34726,28.02.2026,201938475,Полотенце банное микрофибра,1,670.00,670.00,delivered,FBO
ORD-260228-11120,28.02.2026,198273645,Набор полотенец вафельные 12 шт,2,1013.00,2026.00,delivered,FBO
ORD-260228-53942,28.02.2026,193847562,Килт-полотенце для женщин,1,753.00,753.00,delivered,FBS
ORD-260228-27782,28.02.2026,184920374,Ароматизатор в машину + полотенце,2,606.00,1212.00,delivered,FBO
ORD-260228-73856,28.02.2026,193847562,Килт-полотенце для женщин,3,753.00,2259.00,delivered,FBS
ORD-260228-43978,28.02.2026,201938475,Полотенце банное микрофибра,2,670.00,1340.00,delivered,FBO
ORD-260228-55188,28.02.2026,193847562,Килт-полотенце для женщин,3,753.00,2259.00,delivered,FBS
ORD-260228-52994,28.02.2026,201938475,Полотенце банное микрофибра,2,670.00,1340.00,delivered,FBO
ORD-260228-56761,28.02.2026,192837465,Подарочный набор полотенец,1,478.00,478.00,delivered,FBO
ORD-260228-81140,28.02.2026,201938475,Полотенце банное микрофибра,3,670.00,2010.00,delivered,FBO
ORD-260301-99038,01.03.2026,184756392,Набор кремов для рук 5 шт,2,429.00,858.00,delivered,FBS
ORD-260301-32743,01.03.2026,209384756,Махровые полотенца 2 шт,2,536.00,1072.00,delivered,FBS
ORD-260301-74967,01.03.2026,184920374,Ароматизатор в машину + полотенце,1,606.00,606.00,delivered,FBO
ORD-260301-98283,01.03.2026,209384756,Махровые полотенца 2 шт,2,536.00,1072.00,delivered,FBS
ORD-260301-99680,01.03.2026,192837465,Подарочный набор полотенец,2,478.00,956.00,delivered,FBO
ORD-260301-98802,01.03.2026,184756392,Набор кремов для рук 5 шт,3,429.00,1287.00,delivered,FBS
ORD-260301-59257,01.03.2026,184920374,Ароматизатор в машину + полотенце,1,606.00,606.00,delivered,FBO
ORD-260301-30256,01.03.2026,201938475,Полотенце банное микрофибра,1,670.00,670.00,delivered,FBO
ORD-260301-11830,01.03.2026,193847562,Килт-полотенце для женщин,3,753.00,2259.00,delivered,FBS
ORD-260301-95188,01.03.2026,201938475,Полотенце банное микрофибра,3,670.00,2010.00,delivered,FBO
ORD-260301-80738,01.03.2026,184756392,Набор кремов для рук 5 шт,3,429.00,1287.00,delivered,FBS
ORD-260301-17879,01.03.2026,193847562,Килт-полотенце для женщин,1,753.00,753.00,delivered,FBS
ORD-260301-61402,01.03.2026,184756392,Набор кремов для рук 5 шт,1,429.00,429.00,delivered,FBS
ORD-260301-70357,01.03.2026,184920374,Ароматизатор в машину + полотенце,1,606.00,606.00,delivered,FBO
ORD-260301-73449,01.03.2026,193847562,Килт-полотенце для женщин,2,753.00,1506.00,delivered,FBS
ORD-260301-30884,01.03.2026,184920374,Ароматизатор в машину + полотенце,3,606.00,1818.00,delivered,FBO
ORD-260301-42880,01.03.2026,192837465,Подарочный набор полотенец,3,478.00,1434.00,cancelled,FBO
ORD-260301-76628,01.03.2026,198273645,Набор полотенец вафельные 12 шт,1,1013.00,1013.00,cancelled,FBO
ORD-260302-57792,02.03.2026,209384756,Махровые полотенца 2 шт,2,536.00,1072.00,cancelled,FBS
ORD-260302-42055,02.03.2026,198273645,Набор полотенец вафельные 12 шт,1,1013.00,1013.00,delivered,FBO
ORD-260302-39159,02.03.2026,198273645,Набор полотенец вафельные 12 шт,2,1013.00,2026.00,awaiting_packaging,FBO
ORD-260302-47359,02.03.2026,193847562,Килт-полотенце для женщин,3,753.00,2259.00,delivered,FBS
ORD-260302-32564,02.03.2026,209384756,Махровые полотенца 2 шт,2,536.00,1072.00,delivered,FBS
ORD-260302-77323,02.03.2026,201938475,Полотенце банное микрофибра,1,670.00,670.00,cancelled,FBO
ORD-260302-67767,02.03.2026,192837465,Подарочный набор полотенец,3,478.00,1434.00,delivered,FBO
ORD-260302-38200,02.03.2026,184920374,Ароматизатор в машину + полотенце,1,606.00,606.00,delivered,FBO
ORD-260302-46167,02.03.2026,184920374,Ароматизатор в машину + полотенце,2,606.00,1212.00,delivered,FBO
ORD-260302-27967,02.03.2026,209384756,Махровые полотенца 2 шт,1,536.00,536.00,delivered,FBS
ORD-260302-85498,02.03.2026,184920374,Ароматизатор в машину + полотенце,1,606.00,606.00,delivered,FBO
ORD-260302-54528,02.03.2026,192837465,Подарочный набор полотенец,3,478.00,1434.00,cancelled,FBO
ORD-260302-24078,02.03.2026,198273645,Набор полотенец вафельные 12 шт,2,1013.00,2026.00,delivered,FBO
ORD-260302-55109,02.03.2026,193847562,Килт-полотенце для женщин,3,753.00,2259.00,delivered,FBS
ORD-260302-43906,02.03.2026,193847562,Килт-полотенце для женщин,1,753.00,753.00,awaiting_packaging,FBS
ORD-260302-56430,02.03.2026,198273645,Набор полотенец вафельные 12 шт,3,1013.00,3039.00,delivered,FBO
ORD-260302-88465,02.03.2026,184920374,Ароматизатор в машину + полотенце,2,606.00,1212.00,delivered,FBO
ORD-260302-55874,02.03.2026,209384756,Махровые полотенца 2 шт,2,536.00,1072.00,delivered,FBS
ORD-260302-39114,02.03.2026,198273645,Набор полотенец вафельные 12 шт,1,1013.00,1013.00,delivered,FBO
ORD-260303-14320,03.03.2026,209384756,Махровые полотенца 2 шт,2,536.00,1072.00,delivered,FBS
ORD-260303-81137,03.03.2026,198273645,Набор полотенец вафельные 12 шт,2,1013.00,2026.00,delivered,FBO
ORD-260303-21768,03.03.2026,184756392,Набор кремов для рук 5 шт,3,429.00,1287.00,delivered,FBS
